desciel,dh,dirvienc,dirvieng,dpt,dsem,hloc,hr,ides,idmun,lat,lon,nes,nhor,nmun,prec,probprec,raf,temp,velvien
Medio nublado,6,Noreste,57.12, 9.00,Lunes,20230417T02,83.58,15,38,19.5556,-99.4174,Estado de México,114,Isidro Fabela, 0.11, 0.00,10.14,10.16, 7.99
Medio nublado,6,Suroeste,239.50, 6.39,Lunes,20230417T02,78.01,15,39,19.3131,-98.8842,Estado de México,114,Ixtapaluca, 0.10,28.89,12.66, 7.98, 8.83
Despejado,6,Sureste,122.43, 7.68,Lunes,20230417T02,42.12,15,40,18.8446,-99.6758,Estado de México,114,Ixtapan de la Sal, 0.08, 0.00, 6.60,13.32, 6.13
Despejado,6,Noreste,52.41, 9.50,Lunes,20230417T02,59.81,15,41,19.2623,-100.2642,Estado de México,114,Ixtapan del Oro, 0.00, 0.00,17.60,12.88,12.46
Poco nuboso,6,Noreste,55.13, 9.31,Lunes,20230417T02,87.09,15,42,19.5698,-99.7693,Estado de México,114,Ixtlahuaca, 0.10, 0.00, 7.67,10.21, 5.43
Medio nublado,6,Sur,171.29, 4.53,Lunes,20230417T02,71.73,15,43,19.1844,-99.4137,Estado de México,114,Xalatlaco, 0.00, 0.00, 6.22, 6.61, 6.01
Cielo cubierto,6,Noreste,64.51, 7.88,Lunes,20230417T02,83.01,15,45,19.9528,-99.5328,Estado de México,114,Jilotepec, 0.06, 0.00,20.13, 9.08,10.61
Cielo nublado,6,Noreste,47.79, 5.46,Lunes,20230417T02,76.63,15,46,19.5389,-99.3971,Estado de México,114,Jilotzingo, 0.13, 0.00, 9.30, 7.14, 8.28
Cielo nublado,6,Noreste,43.43,19.10,Lunes,20230417T02,88.49,6,1,18.9371,-103.9650,Colima,114,Armería, 0.00, 0.00, 7.48,19.96, 6.11
Medio nublado,6,Noreste,56.14, 5.16,Lunes,20230417T02,86.74,15,47,19.5576,-99.6086,Estado de México,114,Jiquipilco, 0.09, 0.00, 9.61, 6.06, 6.54
Medio nublado,6,Este,70.18, 8.90,Lunes,20230417T02,86.67,15,48,19.7118,-99.7858,Estado de México,114,Jocotitlán, 0.07, 0.00, 7.84, 9.82, 5.94
Poco nuboso,6,Oeste,284.84,10.80,Lunes,20230417T02,67.05,15,49,19.0492,-99.5318,Estado de México,114,Joquicingo, 0.14, 0.00, 5.50,13.45, 4.97
Poco nuboso,6,Este,93.11, 8.53,Lunes,20230417T02,68.60,15,50,19.1019,-98.8809,Estado de México,114,Juchitepec, 0.00, 0.00,15.32,10.97,10.83
Medio nublado,6,Noreste,48.85, 9.10,Lunes,20230417T02,81.93,15,51,19.2854,-99.5118,Estado de México,114,Lerma, 0.20, 0.00, 7.14,10.39, 5.13
Despejado,6,Noroeste,326.92,10.26,Lunes,20230417T02,49.91,15,52,18.9523,-99.4976,Estado de México,114,Malinalco, 0.09, 0.00, 6.83,14.96, 6.50
Cielo nublado,6,Noreste,62.18, 6.22,Lunes,20230417T02,87.42,15,56,19.7870,-99.6678,Estado de México,114,Morelos, 0.10, 0.00, 9.34, 7.07, 7.21
Medio nublado,6,Noreste,43.02,16.18,Lunes,20230417T02,74.75,6,2,19.2429,-103.7281,Colima,114,Colima, 0.00, 0.00, 5.51,18.20, 5.48
Cielo cubierto,6,Noreste,39.71, 7.70,Lunes,20230417T02,69.99,15,57,19.4788,-99.2332,Estado de México,114,Naucalpan de Juárez, 0.00, 0.00, 8.79,10.00, 8.04
Cielo nublado,6,Sureste,144.57,11.44,Lunes,20230417T02,63.66,15,58,19.4088,-99.0182,Estado de México,114,Nezahualcóyotl, 0.07,85.00,12.69,14.44,11.90
Cielo cubierto,6,Noreste,41.07, 9.94,Lunes,20230417T02,68.38,15,59,19.7399,-99.0803,Estado de México,114,Nextlalpan, 0.00,95.00,15.49,12.44,14.20
Cielo nublado,6,Noreste,47.56, 5.82,Lunes,20230417T02,78.50,15,60,19.6257,-99.3159,Estado de México,114,Nicolás Romero, 0.10, 0.00, 9.99, 7.36, 8.62
Cielo cubierto,6,Noreste,63.31, 9.99,Lunes,20230417T02,75.43,15,61,19.7788,-98.7096,Estado de México,114,Nopaltepec, 0.00,95.00,15.92,11.83,11.95
Medio nublado,6,Noreste,54.65, 5.03,Lunes,20230417T02,80.29,15,62,19.2693,-99.4557,Estado de México,114,Ocoyoacac, 0.20, 0.00, 5.59, 6.41, 5.33
Despejado,6,Noroeste,303.95, 6.52,Lunes,20230417T02,59.60,15,63,18.9791,-99.4169,Estado de México,114,Ocuilan, 0.10, 0.00, 6.21, 9.88, 5.98
Poco nuboso,6,Este,93.36, 8.45,Lunes,20230417T02,84.87,15,64,19.8021,-100.1307,Estado de México,114,El Oro, 0.00, 0.00, 9.16, 9.50, 6.54
Cielo nublado,6,Noreste,56.33,10.85,Lunes,20230417T02,76.53,15,65,19.6999,-98.7577,Estado de México,114,Otumba, 0.00,95.00,13.54,12.62,10.58
Despejado,6,Noreste,57.45,11.26,Lunes,20230417T02,38.37,15,66,19.1174,-100.2977,Estado de México,114,Otzoloapan, 0.00, 0.00,10.61,17.73, 8.78
Medio nublado,6,Este,75.34,13.78,Lunes,20230417T02,62.11,6,3,19.3232,-103.7588,Colima,114,Comala, 0.00, 0.00, 5.75,17.01, 5.57
Poco nuboso,6,Noreste,67.25, 8.60,Lunes,20230417T02,85.35,15,67,19.4162,-99.5586,Estado de México,114,Otzolotepec, 0.15, 0.00,10.40, 9.62, 6.27
Poco nuboso,6,Noreste,26.18,10.47,Lunes,20230417T02,68.58,15,68,19.0392,-98.7954,Estado de México,114,Ozumba, 0.00, 0.00,16.07,12.96,10.60
Cielo nublado,6,Noreste,38.30,12.27,Lunes,20230417T02,72.53,15,69,19.5634,-98.8582,Estado de México,114,Papalotla, 0.01,95.00,10.68,14.41,10.50
Cielo nublado,6,Este,76.19, 9.03,Lunes,20230417T02,79.86,15,71,20.2238,-99.8147,Estado de México,114,Polotitlán, 0.00, 0.00,25.78,10.49,15.40
Poco nuboso,6,Sur,185.74, 9.53,Lunes,20230417T02,71.37,15,72,19.1480,-99.5817,Estado de México,114,Rayón, 0.15, 0.00, 4.19,11.73, 4.13
Poco nuboso,6,Sur,161.72,10.02,Lunes,20230417T02,74.52,15,73,19.1641,-99.5693,Estado de México,114,San Antonio la Isla, 0.20, 0.00, 4.62,11.95, 4.44
Poco nuboso,6,Este,79.59,12.27,Lunes,20230417T02,88.04,15,74,19.7139,-99.9533,Estado de México,114,San Felipe del Progreso, 0.03, 0.00, 6.63,13.11, 5.46
Cielo nublado,6,Noreste,60.05,10.81,Lunes,20230417T02,73.47,15,75,19.7048,-98.8345,Estado de México,114,San Martín de las Pirámides, 0.00,95.00,15.33,12.84,11.98
Cielo nublado,6,Noreste,30.45,16.35,Lunes,20230417T02,74.59,6,4,19.2010,-103.8105,Colima,114,Coquimatlán, 0.00, 0.00, 5.68,18.39, 5.40
Despejado,6,Noreste,59.68, 6.45,Lunes,20230417T02,35.20,15,77,19.0231,-100.0073,Estado de México,114,San Simón de Guerrero, 0.02, 0.00, 9.81,13.23, 7.90
Despejado,6,Noreste,53.40,10.43,Lunes,20230417T02,48.62,15,78,19.1830,-100.2598,Estado de México,114,Santo Tomás, 0.00, 0.00,13.63,15.22,10.79
Cielo cubierto,6,Noreste,55.74, 8.05,Lunes,20230417T02,80.81,15,79,20.0139,-99.5279,Estado de México,114,Soyaniquilpan de Juárez, 0.02, 0.00,15.14, 9.42,10.55
Despejado,6,Noreste,58.28, 9.97,Lunes,20230417T02,28.49,15,80,18.8585,-99.9664,Estado de México,114,Sultepec, 0.01, 0.00, 8.72,18.41, 7.90
Cielo nublado,6,Noreste,43.24,10.44,Lunes,20230417T02,68.34,15,81,19.7102,-98.9671,Estado de México,114,Tecámac, 0.02,95.00,15.86,12.95,13.80
Despejado,6,Noreste,55.80,10.69,Lunes,20230417T02,29.34,15,82,18.9057,-100.1534,Estado de México,114,Tejupilco, 0.00, 0.00, 8.04,19.00, 7.77
Cielo nublado,6,Noreste,58.66,10.02,Lunes,20230417T02,72.35,15,84,19.8278,-98.9009,Estado de México,114,Temascalapa, 0.00,95.00,16.02,12.14,13.08
Poco nuboso,6,Este,79.36, 8.72,Lunes,20230417T02,83.74,15,85,19.9159,-100.0041,Estado de México,114,Temascalcingo, 0.00, 0.00,14.90, 9.87, 7.95
Despejado,6,Este,71.81, 4.75,Lunes,20230417T02,47.87,15,86,19.0431,-100.0414,Estado de México,114,Temascaltepec, 0.08, 0.00, 9.85, 9.55, 8.17
Medio nublado,6,Este,79.53,13.08,Lunes,20230417T02,59.04,6,5,19.3288,-103.6019,Colima,114,Cuauhtémoc, 0.00, 0.00, 6.57,16.64, 6.08
Poco nuboso,6,Este,69.12, 8.61,Lunes,20230417T02,85.98,15,87,19.4700,-99.5949,Estado de México,114,Temoaya, 0.12, 0.00, 9.75, 9.58, 5.94
Despejado,6,Oeste,273.19,11.39,Lunes,20230417T02,52.90,15,88,18.9618,-99.5938,Estado de México,114,Tenancingo, 0.11, 0.00, 6.44,15.68, 6.43
Poco nuboso,6,Sur,169.12, 7.45,Lunes,20230417T02,71.02,15,89,19.1570,-98.8613,Estado de México,114,Tenango del Aire, 0.00, 0.00,14.12, 9.64,10.27
Despejado,6,Suroeste,206.06, 9.33,Lunes,20230417T02,63.49,15,90,19.1038,-99.5916,Estado de México,114,Tenango del Valle, 0.14, 0.00, 4.74,12.30, 4.72
Cielo cubierto,6,Noreste,32.67, 9.02,Lunes,20230417T02,71.42,15,91,19.7454,-99.1830,Estado de México,114,Teoloyucan, 0.02,10.00,13.06,11.21,11.98
Cielo nublado,6,Noreste,52.35,11.18,Lunes,20230417T02,72.44,15,92,19.6855,-98.8686,Estado de México,114,Teotihuacán, 0.00,95.00,14.37,13.31,12.06
Cielo nublado,6,Noreste,51.79,10.33,Lunes,20230417T02,78.17,15,93,19.5734,-98.8197,Estado de México,114,Tepetlaoxtoc, 0.03,95.00,11.42,11.95, 9.62
Cielo cubierto,6,Noreste,34.58, 7.73,Lunes,20230417T02,75.63,15,95,19.7138,-99.2235,Estado de México,114,Tepotzotlán, 0.08, 0.00,10.40, 9.53, 9.50
Cielo cubierto,6,Noreste,32.77, 8.89,Lunes,20230417T02,73.69,15,96,19.9103,-99.1489,Estado de México,114,Tequixquiac, 0.00,25.00,14.14,10.88,12.05
Cielo nublado,6,Noreste,53.72,17.57,Lunes,20230417T02,87.43,6,6,19.0012,-103.7386,Colima,114,Ixtlahuacán, 0.00, 0.00, 5.70,18.50, 5.64
Despejado,6,Noreste,51.81, 5.99,Lunes,20230417T02,35.99,15,97,18.9304,-99.9393,Estado de México,114,Texcaltitlán, 0.05, 0.00, 9.07,12.60, 7.75
Medio nublado,6,Este,92.23, 9.85,Lunes,20230417T02,75.42,15,99,19.5134,-98.8815,Estado de México,114,Texcoco, 0.07,93.93,12.23,11.72, 9.57
Cielo nublado,6,Noreste,37.52,11.80,Lunes,20230417T02,69.47,15,100,19.5903,-98.9085,Estado de México,114,Tezoyuca, 0.00,95.00,12.53,14.22,11.89
Medio nublado,6,Sureste,128.00, 9.80,Lunes,20230417T02,75.91,15,101,19.1812,-99.4674,Estado de México,114,Tianguistenco, 0.20, 0.00, 5.18,11.60, 4.98
Cielo nublado,6,Este,69.10, 7.88,Lunes,20230417T02,86.47,15,102,19.8762,-99.7338,Estado de México,114,Timilpan, 0.03, 0.00,13.92, 8.81, 8.90
Despejado,6,Oeste,259.17, 2.73,Lunes,20230417T02,79.40,15,103,19.2059,-98.8026,Estado de México,114,Tlalmanalco, 0.00, 0.00,15.71, 4.15, 9.13
Cielo cubierto,6,Noreste,28.29, 9.70,Lunes,20230417T02,64.39,15,104,19.5385,-99.1952,Estado de México,114,Tlalnepantla de Baz, 0.05,40.00,11.06,12.59,11.03
Despejado,6,Noreste,65.29,15.82,Lunes,20230417T02,26.55,15,105,18.6178,-100.2078,Estado de México,114,Tlatlaya, 0.00, 0.00, 6.76,25.19, 6.03
Poco nuboso,6,Sureste,144.87, 8.23,Lunes,20230417T02,79.89,15,106,19.2935,-99.6573,Estado de México,114,Toluca, 0.17, 0.00, 6.59, 9.71, 3.03
Cielo nublado,6,Noreste,52.21,19.39,Lunes,20230417T02,82.30,6,7,19.0532,-104.3164,Colima,114,Manzanillo, 0.00, 0.00, 5.29,20.77, 4.32
Despejado,6,Sur,159.48,11.53,Lunes,20230417T02,36.47,15,107,18.8020,-99.6709,Estado de México,114,Tonatico, 0.08, 0.00, 7.41,18.34, 6.85
Cielo cubierto,6,Noreste,33.70, 9.46,Lunes,20230417T02,68.07,15,108,19.6855,-99.1286,Estado de México,114,Tultepec, 0.04,50.00,13.47,11.97,12.38
Despejado,6,Noreste,59.79, 7.24,Lunes,20230417T02,55.46,15,110,19.1944,-100.1316,Estado de México,114,Valle de Bravo, 0.01, 0.00,14.78,11.08,10.48
Despejado,6,Noreste,65.05, 7.98,Lunes,20230417T02,77.04,15,111,19.3734,-100.1494,Estado de México,114,Villa de Allende, 0.00, 0.00,14.32, 9.66, 9.53
Cielo cubierto,6,Noreste,52.25, 6.25,Lunes,20230417T02,84.02,15,112,19.7276,-99.4631,Estado de México,114,Villa del Carbón, 0.10, 0.00,10.35, 7.36, 8.31
Despejado,6,Sureste,116.03, 8.58,Lunes,20230417T02,51.17,15,113,18.9617,-99.6420,Estado de México,114,Villa Guerrero, 0.10, 0.00, 5.65,12.97, 5.32
Despejado,6,Este,74.96,12.43,Lunes,20230417T02,86.44,15,114,19.4419,-99.9951,Estado de México,114,Villa Victoria, 0.05, 0.00, 9.42,13.40, 6.10
Medio nublado,6,Noreste,58.66, 8.94,Lunes,20230417T02,82.89,15,115,19.4044,-99.5303,Estado de México,114,Xonacatlán, 0.14, 0.00, 8.19,10.16, 6.18
Despejado,6,Noreste,53.41,10.05,Lunes,20230417T02,39.50,15,116,19.0745,-100.2561,Estado de México,114,Zacazonapan, 0.00, 0.00,10.25,16.26, 9.64
Cielo nublado,6,Sureste,133.69,13.70,Lunes,20230417T02,59.77,6,8,19.3861,-104.0496,Colima,114,Minatitlán, 0.00, 0.00, 4.98,17.21, 4.95
Despejado,6,Noreste,42.21, 9.27,Lunes,20230417T02,32.60,15,117,18.7187,-99.7756,Estado de México,114,Zacualpan, 0.04, 0.00, 7.28,16.73, 6.92
Despejado,6,Sur,196.60, 7.67,Lunes,20230417T02,74.09,15,118,19.2849,-99.7350,Estado de México,114,Zinacantepec, 0.08, 0.00, 6.10, 9.63, 2.97
Despejado,6,Oeste,267.17,11.67,Lunes,20230417T02,40.12,15,119,18.8409,-99.5856,Estado de México,114,Zumpahuacán, 0.10, 0.00, 7.58,17.86, 7.20
Cielo cubierto,6,Noreste,42.54, 9.43,Lunes,20230417T02,71.01,15,120,19.7971,-99.1006,Estado de México,114,Zumpango, 0.00,69.29,16.60,11.66,13.69
Cielo cubierto,6,Noreste,30.77, 8.66,Lunes,20230417T02,68.70,15,121,19.6570,-99.2093,Estado de México,114,Cuautitlán Izcalli, 0.06, 0.00,11.23,11.10,10.73
Medio nublado,6,Noroeste,303.65, 9.29,Lunes,20230417T02,68.44,15,122,19.2788,-98.9434,Estado de México,114,Valle de Chalco Solidaridad, 0.10, 0.00,13.55,11.77,10.95
Despejado,6,Noreste,67.16,12.94,Lunes,20230417T02,29.73,15,123,18.9205,-100.2994,Estado de México,114,Luvianos, 0.00, 0.00, 7.12,21.28, 6.20
Poco nuboso,6,Este,82.63, 9.98,Lunes,20230417T02,85.17,15,124,19.6610,-100.1519,Estado de México,114,San José del Rincón, 0.00, 0.00,12.21,11.03, 7.87
Poco nuboso,6,Noroeste,332.38, 9.60,Lunes,20230417T02,45.16,16,1,19.4963,-101.3329,Michoacán de Ocampo,114,Acuitzio, 0.00, 0.00, 5.49,14.86, 5.27
Despejado,6,Suroeste,217.40,16.40,Lunes,20230417T02,46.02,16,2,18.7342,-102.7884,Michoacán de Ocampo,114,Aguililla, 0.00, 0.00, 4.14,21.84, 3.48
Cielo nublado,6,Noreste,65.65,21.02,Lunes,20230417T02,87.48,6,9,18.9105,-103.8735,Colima,114,Tecomán, 0.00, 0.00,19.99,22.00, 9.17
Despejado,6,Noreste,44.12,10.93,Lunes,20230417T02,76.89,16,3,19.8263,-101.0385,Michoacán de Ocampo,114,Álvaro Obregón, 0.00, 0.00, 5.06,12.66, 4.96
Despejado,6,Sureste,139.47,15.28,Lunes,20230417T02,74.44,16,4,20.1497,-101.7083,Michoacán de Ocampo,114,Angamacutiro, 0.00, 0.00,19.16,17.29, 5.01
Poco nuboso,6,Este,78.65, 4.64,Lunes,20230417T02,80.73,16,5,19.6198,-100.2855,Michoacán de Ocampo,114,Angangueo, 0.00, 0.00,12.63, 5.98, 9.67
Despejado,6,Sur,168.61,22.39,Lunes,20230417T02,61.73,16,6,19.0872,-102.3553,Michoacán de Ocampo,114,Apatzingán, 0.00, 0.00, 6.99,25.92, 4.32
Poco nuboso,6,Noreste,57.67, 5.32,Lunes,20230417T02,78.63,16,7,19.6708,-100.4111,Michoacán de Ocampo,114,Aporo, 0.00, 0.00,10.95, 6.84, 8.24
Medio nublado,6,Este,70.85,19.84,Lunes,20230417T02,71.77,16,8,18.5991,-103.5048,Michoacán de Ocampo,114,Aquila, 0.00, 0.00, 9.28,22.24, 7.43
Despejado,6,Este,112.21,14.94,Lunes,20230417T02,46.83,16,9,19.2078,-101.7094,Michoacán de Ocampo,114,Ario, 0.00, 0.00, 6.10,20.21, 5.63
Medio nublado,6,Sur,158.61,21.39,Lunes,20230417T02,87.48,16,10,18.3557,-102.2901,Michoacán de Ocampo,114,Arteaga, 0.00, 0.00, 7.90,22.35, 4.62
Despejado,6,Noreste,63.28,16.12,Lunes,20230417T02,64.66,16,11,20.2712,-102.5611,Michoacán de Ocampo,114,Briseñas, 0.00, 0.00, 7.03,19.12, 5.65
Despejado,6,Sureste,148.58,21.45,Lunes,20230417T02,53.39,16,12,19.2117,-102.5879,Michoacán de Ocampo,114,Buenavista, 0.00, 0.00, 5.77,26.02, 3.70
Cielo nublado,6,Este,84.16, 9.98,Lunes,20230417T02,81.17,1,8,22.1502,-102.4156,Aguascalientes,114,San José de Gracia, 0.00, 1.33,28.06,11.35,16.60
Cielo nublado,6,Noreste,48.37,14.78,Lunes,20230417T02,64.19,6,10,19.2648,-103.7368,Colima,114,Villa de Álvarez, 0.00, 0.00, 5.42,17.81, 5.11
Despejado,6,Noroeste,293.79,18.68,Lunes,20230417T02,47.93,16,13,19.0173,-101.1270,Michoacán de Ocampo,114,Carácuaro, 0.00, 0.00, 6.52,23.94, 4.01
Medio nublado,6,Este,76.84,20.03,Lunes,20230417T02,84.28,16,14,18.7025,-103.6629,Michoacán de Ocampo,114,Coahuayana, 0.00, 0.00, 6.31,21.24, 6.21
Poco nuboso,6,Sur,189.87,13.58,Lunes,20230417T02,44.17,16,15,18.7771,-103.1596,Michoacán de Ocampo,114,Coalcomán de Vázquez Pallares, 0.00, 0.00, 7.36,19.30, 5.45
Despejado,6,Oeste,286.38, 9.23,Lunes,20230417T02,64.73,16,16,19.8210,-101.5838,Michoacán de Ocampo,114,Coeneo, 0.00, 0.00, 4.45,12.08, 4.23
Poco nuboso,6,Este,75.89, 7.61,Lunes,20230417T02,81.48,16,17,19.9553,-100.1645,Michoacán de Ocampo,114,Contepec, 0.00, 0.00,15.66, 8.92, 9.67
Despejado,6,Oeste,274.32,11.50,Lunes,20230417T02,78.27,16,18,19.8938,-101.2153,Michoacán de Ocampo,114,Copándaro, 0.00,81.67, 4.78,13.12, 4.59
Despejado,6,Noreste,38.81,14.19,Lunes,20230417T02,44.21,16,19,19.8103,-102.7058,Michoacán de Ocampo,114,Cotija, 0.00, 5.88, 6.50,19.80, 6.48
Despejado,6,Sureste,154.15,11.64,Lunes,20230417T02,78.64,16,20,19.9682,-101.1396,Michoacán de Ocampo,114,Cuitzeo, 0.00,39.38, 5.00,13.23, 4.75
Despejado,6,Este,92.23,10.87,Lunes,20230417T02,61.38,16,21,19.6502,-102.2527,Michoacán de Ocampo,114,Charapan, 0.00, 0.00, 5.72,14.10, 5.61
Despejado,6,Sureste,148.33,10.68,Lunes,20230417T02,67.51,16,22,19.7475,-101.0469,Michoacán de Ocampo,114,Charo, 0.00, 0.00,11.53,13.29, 7.15
Cielo cubierto,6,Noreste,25.45,17.61,Lunes,20230417T02,81.42,7,1,15.3410,-92.6746,Chiapas,114,Acacoyagua, 0.10,56.43, 7.50,19.04, 5.82
Despejado,6,Sureste,115.54,14.49,Lunes,20230417T02,57.95,16,23,20.0069,-102.4586,Michoacán de Ocampo,114,Chavinda, 0.00, 0.00, 5.11,18.22, 4.73
Despejado,6,Sureste,119.26, 8.66,Lunes,20230417T02,64.37,16,24,19.6877,-101.9548,Michoacán de Ocampo,114,Cherán, 0.00, 0.00, 5.25,11.52, 4.06
Despejado,6,Este,84.90,10.20,Lunes,20230417T02,64.48,16,25,19.8492,-102.1194,Michoacán de Ocampo,114,Chilchota, 0.00, 0.00, 5.11,13.09, 4.53
Medio nublado,6,Este,80.10,17.14,Lunes,20230417T02,69.15,16,26,18.7582,-103.3678,Michoacán de Ocampo,114,Chinicuila, 0.00, 0.00, 5.90,19.75, 5.39
Despejado,6,Oeste,278.15,11.22,Lunes,20230417T02,75.75,16,27,19.9000,-101.3334,Michoacán de Ocampo,114,Chucándiro, 0.00,50.71, 4.28,13.06, 4.12
Despejado,6,Este,89.14,15.32,Lunes,20230417T02,74.44,16,28,20.1510,-102.0659,Michoacán de Ocampo,114,Churintzio, 0.00, 0.00, 7.61,17.33, 6.28
Poco nuboso,6,Suroeste,218.32,22.97,Lunes,20230417T02,89.12,16,29,18.6646,-101.6466,Michoacán de Ocampo,114,Churumuco, 0.00, 0.00, 9.00,23.81, 5.03
Despejado,6,Este,94.01,15.56,Lunes,20230417T02,70.21,16,30,20.1626,-102.1946,Michoacán de Ocampo,114,Ecuandureo, 0.00, 0.00, 9.82,17.99, 7.35
Poco nuboso,6,Este,73.39, 8.44,Lunes,20230417T02,79.28,16,31,20.1347,-100.2937,Michoacán de Ocampo,114,Epitacio Huerta, 0.00, 0.00,31.30, 9.94,14.41
Despejado,6,Sur,160.50, 8.11,Lunes,20230417T02,56.13,16,32,19.5883,-101.7201,Michoacán de Ocampo,114,Erongarícuaro, 0.00, 0.00, 5.73,11.86, 5.56
Cielo cubierto,6,Oeste,263.09,19.30,Lunes,20230417T02,70.83,7,2,16.5517,-92.8075,Chiapas,114,Acala, 0.00, 9.33,10.33,21.74, 4.27
Despejado,6,Este,69.68,18.02,Lunes,20230417T02,61.89,16,33,19.1598,-102.0540,Michoacán de Ocampo,114,Gabriel Zamora, 0.00, 0.00, 4.70,21.42, 4.48
Poco nuboso,6,Noreste,62.60, 8.09,Lunes,20230417T02,59.11,16,34,19.6894,-100.5552,Michoacán de Ocampo,114,Hidalgo, 0.00, 0.00, 9.55,11.74, 7.81
Despejado,6,Sur,160.23,23.64,Lunes,20230417T02,78.11,16,35,18.9629,-101.8089,Michoacán de Ocampo,114,La Huacana, 0.00, 0.00, 7.43,25.46, 4.11
Despejado,6,Noroeste,318.69,11.88,Lunes,20230417T02,80.33,16,36,19.9887,-101.2759,Michoacán de Ocampo,114,Huandacareo, 0.00,95.00, 4.72,13.33, 4.70
Despejado,6,Suroeste,204.50,10.68,Lunes,20230417T02,72.02,16,37,19.8990,-101.5052,Michoacán de Ocampo,114,Huaniqueo, 0.00, 2.86, 3.80,12.85, 3.45
Despejado,6,Oeste,275.86,22.60,Lunes,20230417T02,65.66,16,38,18.6264,-100.8997,Michoacán de Ocampo,114,Huetamo, 0.00, 0.00, 9.15,25.71, 5.91
Poco nuboso,6,Noroeste,333.76, 8.45,Lunes,20230417T02,47.05,16,39,19.5465,-101.4380,Michoacán de Ocampo,114,Huiramba, 0.00, 0.00, 2.69,13.39, 2.59
Despejado,6,Noreste,57.00, 9.71,Lunes,20230417T02,72.32,16,40,19.7901,-100.9685,Michoacán de Ocampo,114,Indaparapeo, 0.00, 0.00, 7.24,11.83, 6.38
Poco nuboso,6,Noreste,44.92, 5.93,Lunes,20230417T02,83.59,16,41,19.6975,-100.4791,Michoacán de Ocampo,114,Irimbo, 0.00, 0.00, 8.06, 7.06, 6.33
Despejado,6,Este,89.27,15.24,Lunes,20230417T02,64.22,16,42,20.1684,-102.3946,Michoacán de Ocampo,114,Ixtlán, 0.00, 0.00, 6.53,18.28, 5.44
Cielo cubierto,6,Este,110.96,22.15,Lunes,20230417T02,76.20,7,3,15.2828,-92.6891,Chiapas,114,Acapetahua, 0.08,95.00,14.70,24.10, 6.75
Despejado,6,Sureste,112.70,13.77,Lunes,20230417T02,60.33,16,43,19.9563,-102.3060,Michoacán de Ocampo,114,Jacona, 0.00, 0.00, 6.30,17.20, 6.14
Despejado,6,Suroeste,228.50,11.32,Lunes,20230417T02,71.77,16,44,19.9223,-101.7493,Michoacán de Ocampo,114,Jiménez, 0.00, 0.00, 3.12,13.52, 2.45
Despejado,6,Suroeste,216.38,13.16,Lunes,20230417T02,45.35,16,45,19.9897,-102.7186,Michoacán de Ocampo,114,Jiquilpan, 0.00,90.71, 4.37,18.54, 2.35
Poco nuboso,6,Noreste,46.05,11.43,Lunes,20230417T02,42.11,16,46,19.3123,-100.4335,Michoacán de Ocampo,114,Juárez, 0.00, 0.00,13.47,17.31,10.02
Medio nublado,6,Noreste,39.31, 8.86,Lunes,20230417T02,51.08,16,47,19.4587,-100.4946,Michoacán de Ocampo,114,Jungapeo, 0.00, 0.00,11.92,13.30, 9.64
Despejado,6,Noroeste,333.99, 8.95,Lunes,20230417T02,51.88,16,48,19.5646,-101.4148,Michoacán de Ocampo,114,Lagunillas, 0.00, 0.00, 4.06,13.25, 3.68
Medio nublado,6,Norte,339.10,12.35,Lunes,20230417T02,39.66,16,49,19.3921,-101.2776,Michoacán de Ocampo,114,Madero, 0.00, 0.00,11.62,18.67, 7.08
Despejado,6,Este,70.30, 7.32,Lunes,20230417T02,82.15,16,50,19.8917,-100.4417,Michoacán de Ocampo,114,Maravatío, 0.00, 0.00,13.06, 8.57, 7.14
Despejado,6,Este,110.56,12.36,Lunes,20230417T02,43.85,16,51,19.9902,-103.0215,Michoacán de Ocampo,114,Marcos Castellanos, 0.00, 5.00, 6.47,17.94, 2.48
Cielo nublado,6,Este,91.50,23.07,Lunes,20230417T02,81.08,16,52,17.9623,-102.1980,Michoacán de Ocampo,114,Lázaro Cárdenas, 0.00, 0.00, 8.64,24.59, 4.27
Cielo cubierto,6,Oeste,268.53,15.82,Lunes,20230417T02,97.06,7,4,16.7359,-92.0386,Chiapas,114,Altamirano, 0.11, 0.00,13.00,16.03, 4.41
Despejado,6,Noroeste,317.95,10.07,Lunes,20230417T02,62.59,16,53,19.7034,-101.1920,Michoacán de Ocampo,114,Morelia, 0.00, 0.49, 9.42,13.20, 5.50
Despejado,6,Sureste,120.71,11.71,Lunes,20230417T02,77.77,16,54,20.0043,-101.4124,Michoacán de Ocampo,114,Morelos, 0.00,16.67, 3.80,13.38, 2.77
Despejado,6,Sureste,118.50,24.39,Lunes,20230417T02,74.46,16,55,19.0288,-102.0867,Michoacán de Ocampo,114,Múgica, 0.00, 0.00, 6.60,26.55, 4.43
Despejado,6,Sur,196.08, 8.09,Lunes,20230417T02,61.01,16,56,19.6541,-101.9171,Michoacán de Ocampo,114,Nahuatzen, 0.00, 0.00, 6.10,11.29, 5.78
Medio nublado,6,Noroeste,298.43,16.30,Lunes,20230417T02,41.30,16,57,19.0433,-101.1622,Michoacán de Ocampo,114,Nocupétaro, 0.00, 0.00, 5.90,22.51, 4.41
