Cve_Ent,Cve_Mun,Value,tmax,tmin
13,71,759,32.345,16.225
13,72,132,23.18,9.42
13,72,132,23.740000000000002,9.115
13,72,132,24.67,9.555
13,72,132,25.240000000000002,10.305
13,73,132,22.33,16.4
13,73,132,24.79,16.814999999999998
13,73,132,29.475,17.97
13,73,132,32.235,18.865000000000002
13,74,799,25.88,9.83
13,74,799,26.54,9.865
13,74,799,27.325,10.765
13,74,799,27.73,11.48
13,75,639,24.84,11.04
13,75,639,25.560000000000002,10.739999999999998
13,75,639,26.465,11.254999999999999
13,75,639,26.884999999999998,12.14
13,76,286,24.59,9.17
13,76,286,25.15,9.085
13,76,286,26.095,9.865
13,76,286,26.82,10.685
13,77,163,17.78,8.93
13,77,163,19.83,9.04
13,77,163,22.965,9.629999999999999
13,77,163,24.02,9.77
13,78,191,22.81,16.55
13,78,191,24.56,17.495
13,78,191,28.805,18.73
13,78,191,31.845,19.325
13,79,931,19.08,13.4
13,79,931,22.145,14.48
13,79,931,27.375,15.79
13,79,931,29.549999999999997,15.844999999999999
13,80,558,22.46,16.72
13,80,558,24.425,17.61
13,80,558,28.79,18.740000000000002
13,80,558,31.835,19.325000000000003
13,81,958,17.69,12.06
13,81,958,20.85,13.215
13,81,958,25.68,14.605
13,81,958,27.325000000000003,14.465
13,82,177,24.87,11.04
13,82,177,25.560000000000002,10.765
13,82,177,26.505000000000003,11.280000000000001
13,82,177,27.0,11.99
13,83,334,23.09,9.92
13,83,334,23.71,9.625
13,83,334,24.72,10.04
13,83,334,25.325,10.6
13,84,426,26.36,13.97
13,84,426,28.42,15.524999999999999
13,84,426,31.015,17.395
13,84,426,31.64,16.73
14,1,886,30.34,12.64
14,1,886,30.285,11.86
14,1,886,30.15,11.745000000000001
14,1,886,30.03,12.86
14,2,571,30.27,11.47
14,2,571,30.115000000000002,11.17
14,2,571,30.09,11.395
14,2,571,30.634999999999998,11.825
14,3,863,32.88,10.97
14,3,863,31.94,10.535
14,3,863,31.025,10.725
14,3,863,31.305,11.030000000000001
14,4,948,25.69,10.27
14,4,948,24.995,9.92
14,4,948,24.560000000000002,10.09
14,4,948,25.255000000000003,10.995000000000001
14,5,655,32.91,11.34
14,5,655,32.555,10.965
14,5,655,32.08,11.23
14,5,655,32.055,11.739999999999998
14,6,26,31.51,10.93
14,6,26,30.595,10.565
14,6,26,29.92,10.754999999999999
14,6,26,30.43,11.025
14,7,54,33.79,10.97
14,7,54,32.55,10.690000000000001
14,7,54,31.235,10.99
14,7,54,31.384999999999998,11.305
14,8,148,28.3,12.93
14,8,148,28.415,12.67
14,8,148,28.43,13.205
14,8,148,28.354999999999997,14.135
14,9,172,33.37,11.23
14,9,172,32.76,10.77
14,9,172,32.085,10.97
14,9,172,32.135000000000005,11.425
14,10,16,25.7,10.41
14,10,16,25.189999999999998,10.27
14,10,16,24.875,10.530000000000001
14,10,16,25.52,11.149999999999999
14,11,879,27.71,10.16
14,11,879,27.18,10.11
14,11,879,26.895,10.75
14,11,879,27.560000000000002,11.309999999999999
14,12,730,27.76,11.43
14,12,730,26.85,11.475
14,12,730,26.195,12.02
14,12,730,27.005,12.46
14,13,467,30.67,13.32
14,13,467,30.740000000000002,12.825
14,13,467,30.75,13.01
14,13,467,30.645000000000003,13.879999999999999
14,14,660,29.35,11.74
14,14,660,28.76,11.21
14,14,660,28.4,11.245000000000001
14,14,660,28.979999999999997,12.23
14,15,600,24.05,10.98
14,15,600,23.765,10.655000000000001
14,15,600,24.28,10.92
14,15,600,25.549999999999997,11.655000000000001
14,16,219,30.54,13.39
14,16,219,30.59,13.085
14,16,219,30.62,13.53
14,16,219,30.55,14.52
14,17,675,25.09,11.39
14,17,675,24.630000000000003,11.295
14,17,675,24.625,11.94
14,17,675,25.625,12.73
14,18,956,30.93,13.63
14,18,956,31.23,13.215
14,18,956,31.36,13.425
14,18,956,31.240000000000002,14.125
14,19,850,31.43,8.12
14,19,850,30.465,8.135
14,19,850,29.39,8.719999999999999
14,19,850,29.925,9.684999999999999
14,20,292,28.96,20.03
14,20,292,28.5,20.29
14,20,292,28.57,20.814999999999998
14,20,292,29.645000000000003,21.515
14,21,437,28.94,14.65
14,21,437,28.72,14.530000000000001
14,21,437,29.259999999999998,15.0
14,21,437,30.39,15.885
14,22,886,32.77,19.63
14,22,886,32.81,19.445
14,22,886,33.230000000000004,19.66
14,22,886,33.575,20.35
14,23,99,26.4,9.86
14,23,99,25.805,9.7
14,23,99,25.495,9.995
14,23,99,26.09,10.815
14,24,434,28.93,10.79
14,24,434,28.675,10.48
14,24,434,28.65,10.65
14,24,434,29.265,10.955
14,25,453,29.77,6.85
14,25,453,29.61,7.02
14,25,453,29.23,8.215
14,25,453,29.36,9.36
14,26,837,29.88,12.6
14,26,837,29.65,12.344999999999999
14,26,837,29.705,12.76
14,26,837,30.28,13.79
14,27,56,27.13,13.74
14,27,56,27.1,13.68
14,27,56,27.740000000000002,14.065
14,27,56,28.73,14.855
14,28,340,26.02,11.47
14,28,340,25.42,11.440000000000001
14,28,340,25.175,12.015
14,28,340,26.105,12.64
14,29,556,30.45,11.83
14,29,556,30.115000000000002,11.24
14,29,556,29.68,11.235
14,29,556,29.655,12.43
14,30,195,26.61,16.47
14,30,195,27.905,16.064999999999998
14,30,195,28.68,16.244999999999997
14,30,195,28.4,16.97
14,31,307,31.14,7.76
14,31,307,30.54,7.8
14,31,307,29.825000000000003,8.44
14,31,307,30.12,9.485
14,32,670,25.17,10.08
14,32,670,24.695,10.0
14,32,670,24.515,10.594999999999999
14,32,670,25.314999999999998,11.469999999999999
14,33,14,30.31,13.13
14,33,14,30.305,12.88
14,33,14,30.41,13.41
14,33,14,30.455,14.45
14,34,68,25.56,10.4
14,34,68,25.225,10.08
14,34,68,25.305,10.51
14,34,68,26.265,11.395
14,35,764,29.43,12.52
14,35,764,29.585,12.14
14,35,764,29.7,13.065
14,35,764,29.740000000000002,14.175
14,36,58,33.14,10.89
14,36,58,31.845,10.665
14,36,58,30.509999999999998,10.94
14,36,58,30.740000000000002,11.239999999999998
14,37,130,24.22,9.97
14,37,130,23.86,9.41
14,37,130,24.2,9.5
14,37,130,25.34,10.215
14,38,767,32.29,11.79
14,38,767,31.105,11.84
14,38,767,29.915,12.205
14,38,767,30.225,12.49
14,39,577,31.9,11.18
14,39,577,31.29,10.675
14,39,577,30.59,10.765
14,39,577,30.595,11.555
14,40,925,34.49,10.93
14,40,925,33.400000000000006,10.94
14,40,925,32.175,11.495
14,40,925,32.36,11.92
14,41,212,28.62,6.62
14,41,212,28.315,6.455
14,41,212,27.86,7.49
14,41,212,28.08,8.905
14,42,442,30.64,6.55
14,42,442,29.645,5.775
14,42,442,28.545,5.95
14,42,442,29.125,7.085
14,43,690,32.56,19.5
14,43,690,32.370000000000005,19.21
14,43,690,32.644999999999996,19.520000000000003
14,43,690,33.165,20.384999999999998
14,44,843,28.29,15.29
14,44,843,28.975,14.829999999999998
14,44,843,29.27,14.94
14,44,843,29.055,15.635
14,45,604,31.58,11.33
14,45,604,31.205,10.79
14,45,604,30.65,10.93
14,45,604,30.604999999999997,12.04
14,46,216,30.69,12.99
14,46,216,30.425,12.48
14,46,216,30.15,12.83
14,46,216,30.255000000000003,13.665
14,47,227,27.9,15.74
14,47,227,29.13,15.280000000000001
14,47,227,29.314999999999998,15.3
14,47,227,28.825,15.785
14,48,720,28.67,12.88
14,48,720,28.86,12.785
14,48,720,29.035,13.469999999999999
14,48,720,28.990000000000002,14.485
14,49,754,35.66,18.7
14,49,754,35.575,18.15
14,49,754,36.05,18.145000000000003
14,49,754,36.89,19.675
14,50,166,28.59,13.51
14,50,166,29.189999999999998,13.18
14,50,166,29.73,13.475
14,50,166,30.0,14.315
14,51,66,30.83,13.5
14,51,66,30.865,12.9
14,51,66,30.78,12.895
14,51,66,30.705,13.665
14,52,618,26.2,10.4
14,52,618,25.805,10.350000000000001
14,52,618,25.785,11.14
14,52,618,26.689999999999998,12.085
14,53,117,27.69,13.05
14,53,117,28.095,12.605
14,53,117,28.535,13.57
14,53,117,28.555,14.51
14,54,924,25.28,10.39
14,54,924,24.97,9.879999999999999
14,54,924,25.145,10.03
14,54,924,26.125,10.8
14,55,378,34.25,11.12
14,55,378,33.025,10.995
14,55,378,31.700000000000003,11.405
14,55,378,31.875,11.71
14,56,301,33.74,17.03
14,56,301,33.835,16.69
14,56,301,34.435,16.935000000000002
14,56,301,35.209999999999994,18.48
14,57,650,29.37,12.96
14,57,650,29.315,12.79
14,57,650,29.505000000000003,13.35
14,57,650,30.05,14.385
14,58,489,29.09,13.6
14,58,489,28.42,13.85
14,58,489,27.79,14.309999999999999
14,58,489,28.415,14.76
14,59,593,30.04,12.95
14,59,593,29.855,12.825
14,59,593,30.060000000000002,13.445
14,59,593,30.75,14.705
14,60,318,30.63,11.52
14,60,318,30.22,11.19
14,60,318,29.84,11.555
14,60,318,30.07,12.344999999999999
14,61,208,30.52,7.26
14,61,208,29.545,7.0
14,61,208,28.55,7.505
14,61,208,29.200000000000003,8.725
14,62,20,30.4,11.09
14,62,20,29.2,11.129999999999999
14,62,20,28.115000000000002,11.615
14,62,20,28.634999999999998,11.975000000000001
14,63,683,29.1,14.92
14,63,683,29.735,14.370000000000001
14,63,683,29.740000000000002,14.379999999999999
14,63,683,29.47,15.024999999999999
14,64,218,25.66,12.1
14,64,218,26.46,11.695
14,64,218,27.08,12.879999999999999
14,64,218,26.72,13.42
14,65,720,33.06,16.85
14,65,720,32.735,16.545
14,65,720,33.05,17.0
14,65,720,33.959999999999994,18.55
14,66,136,27.11,16.51
14,66,136,28.36,16.09
14,66,136,28.799999999999997,16.225
14,66,136,28.405,16.83
14,67,687,29.6,17.25
14,67,687,29.47,17.515
14,67,687,29.505000000000003,17.9
14,67,687,30.085,18.43
14,68,863,30.88,16.63
14,68,863,30.515,16.595
14,68,863,30.715,17.205
14,68,863,31.650000000000002,18.19
14,69,688,29.36,13.87
14,69,688,29.715,13.87
14,69,688,30.515,14.605
14,69,688,31.255000000000003,15.995000000000001
14,70,992,31.81,12.6
14,70,992,31.38,12.11
14,70,992,30.88,12.165
14,70,992,30.955,12.91
14,71,685,31.63,11.82
14,71,685,31.545,11.455
14,71,685,31.165,11.84
14,71,685,30.97,12.715
14,72,361,29.02,13.38
14,72,361,29.259999999999998,13.195
14,72,361,29.505000000000003,13.76
14,72,361,29.585,14.73
14,73,38,30.37,13.46
14,73,38,30.270000000000003,12.99
14,73,38,30.21,13.545
14,73,38,30.32,14.445
14,74,658,28.87,13.27
14,74,658,28.985,12.96
14,74,658,29.085,13.57
14,74,658,29.15,14.55
14,75,124,33.77,11.15
14,75,124,32.295,11.14
14,75,124,30.73,11.495000000000001
14,75,124,30.955,11.774999999999999
14,76,462,31.38,8.29
14,76,462,30.795,8.425
14,76,462,30.085,9.010000000000002
14,76,462,30.41,9.715
14,77,507,30.32,10.83
14,77,507,30.015,10.39
14,77,507,29.97,10.535
14,77,507,30.525,10.79
14,78,18,28.92,12.94
14,78,18,28.880000000000003,12.495000000000001
14,78,18,28.795,12.93
14,78,18,28.825,13.875
14,79,306,29.8,11.67
14,79,306,29.355,11.344999999999999
14,79,306,29.16,11.59
14,79,306,29.615000000000002,12.54
14,80,273,30.79,14.66
14,80,273,30.21,14.855
14,80,273,29.869999999999997,15.275
14,80,273,30.78,15.825
14,81,53,29.14,7.04
14,81,53,29.03,7.0600000000000005
14,81,53,28.72,8.185
14,81,53,28.810000000000002,9.405000000000001
14,82,308,25.69,9.97
14,82,308,25.22,9.715
14,82,308,24.96,9.95
14,82,308,25.560000000000002,10.83
14,83,382,32.0,11.49
14,83,382,31.73,11.035
14,83,382,31.535,11.17
14,83,382,31.94,11.445
14,84,858,29.67,16.16
14,84,858,29.265,16.335
14,84,858,29.095,16.865000000000002
14,84,858,30.025,17.689999999999998
14,85,595,30.74,12.55
14,85,595,30.275,12.24
14,85,595,30.384999999999998,12.575
14,85,595,31.235,13.905000000000001
14,86,43,23.55,9.33
14,86,43,23.03,9.254999999999999
14,86,43,22.78,9.695
14,86,43,23.455,10.57
14,87,829,31.29,15.63
14,87,829,30.935,15.295000000000002
14,87,829,31.255,15.675
14,87,829,32.230000000000004,17.255000000000003
14,88,684,27.47,10.5
14,88,684,27.035,10.32
14,88,684,26.775,10.79
14,88,684,27.48,11.36
14,89,529,27.86,11.17
14,89,529,27.325,10.719999999999999
14,89,529,27.055,10.774999999999999
14,89,529,27.61,11.66
14,90,373,26.32,10.15
14,90,373,26.0,10.055
14,90,373,25.965,10.785
14,90,373,26.740000000000002,11.565
14,91,261,30.38,11.91
14,91,261,30.545,11.57
14,91,261,30.634999999999998,11.985
14,91,261,30.7,12.9
14,92,313,28.22,13.52
14,92,313,28.685,13.135
14,92,313,29.145,13.375
14,92,313,29.365000000000002,14.325
14,93,358,29.83,12.83
14,93,358,29.674999999999997,12.155000000000001
14,93,358,29.455,12.195
14,93,358,29.425,13.155000000000001
14,94,312,32.26,10.73
14,94,312,31.79,10.685
14,94,312,31.17,11.280000000000001
14,94,312,31.185000000000002,11.98
14,95,47,32.74,11.1
14,95,47,32.125,10.620000000000001
14,95,47,31.560000000000002,10.760000000000002
14,95,47,31.835,11.035
14,96,537,27.19,15.07
14,96,537,28.205,14.785
14,96,537,29.215,15.18
14,96,537,29.405,16.009999999999998
14,97,942,30.75,12.35
14,97,942,30.509999999999998,12.055
14,97,942,30.305,12.39
14,97,942,30.619999999999997,13.129999999999999
14,98,239,31.66,11.51
14,98,239,31.075,11.129999999999999
14,98,239,30.47,11.375
14,98,239,30.6,12.15
14,99,276,21.46,8.69
14,99,276,21.265,8.3
14,99,276,21.79,8.335
14,99,276,23.08,9.184999999999999
14,100,530,31.41,19.1
14,100,530,30.915,19.085
14,100,530,31.11,19.689999999999998
14,100,530,32.38,20.64
14,101,35,31.97,12.25
14,101,35,31.475,11.66
14,101,35,30.9,11.655000000000001
14,101,35,30.95,12.504999999999999
14,102,886,25.49,10.38
14,102,886,25.18,9.99
14,102,886,25.240000000000002,10.184999999999999
14,102,886,26.105,10.995000000000001
14,103,134,26.88,12.86
14,103,134,26.6,12.78
14,103,134,26.975,13.27
14,103,134,28.1,14.55
14,104,823,30.74,7.04
14,104,823,30.284999999999997,7.095000000000001
14,104,823,29.7,8.15
14,104,823,29.925,9.14
14,105,582,30.89,13.32
14,105,582,31.060000000000002,12.629999999999999
14,105,582,31.115000000000002,12.6
14,105,582,31.005000000000003,13.45
14,106,331,23.17,9.54
14,106,331,22.94,9.015
14,106,331,23.355,8.969999999999999
14,106,331,24.425,9.665
14,107,716,26.75,14.68
14,107,716,27.945,14.32
14,107,716,28.965,14.600000000000001
14,107,716,28.990000000000002,15.504999999999999
14,108,911,27.7,12.31
14,108,911,27.16,12.175
14,108,911,27.285,12.614999999999998
14,108,911,28.365000000000002,13.899999999999999
14,109,570,29.44,13.81
14,109,570,29.59,13.39
14,109,570,29.79,13.965
14,109,570,29.95,14.945
14,110,913,25.21,10.35
14,110,913,24.835,10.125
14,110,913,24.93,10.765
14,110,913,25.92,11.620000000000001
14,111,670,30.02,12.7
14,111,670,29.735,12.1
14,111,670,29.405,12.219999999999999
14,111,670,29.490000000000002,13.03
14,112,491,29.66,13.52
14,112,491,29.765,13.425
14,112,491,30.28,14.085
14,112,491,30.995,15.475000000000001
14,113,94,22.66,8.7
14,113,94,22.33,8.61
14,113,94,22.405,8.915
14,113,94,23.25,9.75
14,114,75,29.32,10.97
14,114,75,29.2,10.66
14,114,75,29.345,10.8
14,114,75,30.025,11.105
14,115,151,31.14,7.22
14,115,151,30.4,7.16
14,115,151,29.57,8.065
14,115,151,29.945,9.239999999999998
14,116,796,30.29,10.75
14,116,796,30.66,10.42
14,116,796,30.925,10.91
14,116,796,30.845,12.08
14,117,402,30.64,12.32
14,117,402,30.23,11.82
14,117,402,29.82,12.045
14,117,402,30.005000000000003,12.825
14,118,158,30.25,11.08
14,118,158,29.845,10.67
14,118,158,29.37,10.83
14,118,158,29.48,11.815000000000001
14,119,591,28.38,11.58
14,119,591,28.299999999999997,11.26
14,119,591,28.465,11.44
14,119,591,29.02,12.135
14,120,880,32.12,11.39
14,120,880,31.689999999999998,10.955
14,120,880,31.08,11.2
14,120,880,30.96,11.850000000000001
14,121,199,29.54,10.94
14,121,199,28.655,10.625
14,121,199,28.355,10.905000000000001
14,121,199,29.345,12.094999999999999
14,122,273,30.02,13.86
14,122,273,29.72,13.69
14,122,273,29.985,14.18
14,122,273,31.200000000000003,15.66
14,123,537,30.18,14.08
14,123,537,30.494999999999997,13.379999999999999
14,123,537,30.645,13.344999999999999
14,123,537,30.560000000000002,14.149999999999999
14,124,449,31.16,12.72
14,124,449,31.08,11.955
14,124,449,30.945,11.83
14,124,449,30.9,12.8
14,125,127,28.72,12.89
14,125,127,28.619999999999997,12.355
14,125,127,28.465,12.525
14,125,127,28.415,13.395
15,1,408,21.45,7.83
15,1,408,21.299999999999997,7.625
15,1,408,22.189999999999998,8.07
15,1,408,23.439999999999998,9.280000000000001
15,2,365,23.7,12.48
15,2,365,24.42,12.55
15,2,365,25.8,13.614999999999998
15,2,365,26.880000000000003,14.745000000000001
15,3,982,22.47,8.83
15,3,982,22.66,8.65
15,3,982,23.775,9.215
15,3,982,24.84,10.275
15,4,14,21.02,11.64
15,4,14,20.545,11.575
15,4,14,20.875,11.835
15,4,14,22.3,12.57
15,5,400,19.67,7.61
15,5,400,19.240000000000002,7.42
15,5,400,19.744999999999997,7.6
15,5,400,21.185000000000002,8.465
15,6,240,19.93,9.46
15,6,240,20.25,9.365
15,6,240,21.35,9.725
15,6,240,22.78,10.49
15,7,708,15.97,5.19
15,7,708,15.4,5.075
15,7,708,15.61,5.33
15,7,708,17.05,6.23
15,8,202,30.83,19.23
15,8,202,30.845,18.835
15,8,202,31.455,18.855
15,8,202,32.525,19.634999999999998
15,9,853,19.36,9.16
15,9,853,19.17,9.265
15,9,853,20.165,10.03
15,9,853,21.955,10.925
15,10,917,25.11,10.21
15,10,917,25.705,9.935
15,10,917,26.445,10.535
15,10,917,26.845,11.49
15,11,383,22.89,14.29
15,11,383,23.605,14.93
15,11,383,25.240000000000002,16.29
15,11,383,26.47,17.035
15,12,532,19.8,9.13
15,12,532,20.115000000000002,8.99
15,12,532,21.15,9.29
15,12,532,22.5,10.035
15,13,915,22.37,9.06
15,13,915,22.975,9.025
15,13,915,24.38,9.555
15,13,915,25.205,10.565
15,14,739,20.79,7.56
15,14,739,20.355,7.39
15,14,739,21.025,7.6899999999999995
15,14,739,22.375,8.945
15,15,664,20.42,10.02
15,15,664,20.36,10.19
15,15,664,21.175,11.059999999999999
15,15,664,22.83,12.02
15,16,781,23.29,10.98
15,16,781,23.795,10.735
15,16,781,24.865000000000002,11.440000000000001
15,16,781,25.785,12.4
15,17,773,19.59,9.41
15,17,773,19.369999999999997,9.475
15,17,773,20.295,10.215
15,17,773,22.035,11.175
15,18,475,19.18,8.32
15,18,475,19.240000000000002,8.205
15,18,475,20.145,8.530000000000001
15,18,475,21.555,9.435
15,19,392,19.59,8.93
15,19,392,19.79,8.774999999999999
15,19,392,20.79,9.09
15,19,392,22.18,9.86
15,20,646,24.3,11.9
15,20,646,25.09,11.895
15,20,646,26.6,12.67
15,20,646,27.425,13.62
15,21,974,22.51,10.89
15,21,974,22.315,10.75
15,21,974,22.985,11.024999999999999
15,21,974,24.445,12.015
15,22,300,16.74,6.59
15,22,300,16.56,6.635
15,22,300,17.67,7.285
15,22,300,19.42,8.25
15,23,345,23.63,10.25
15,23,345,24.375,10.02
15,23,345,25.585,10.54
15,23,345,26.200000000000003,11.395
15,24,702,23.37,10.8
15,24,702,24.18,10.665
15,24,702,25.6,11.235
15,24,702,26.315,12.14
15,25,394,16.23,6.16
15,25,394,16.065,6.2
15,25,394,17.28,6.85
15,25,394,19.119999999999997,7.819999999999999
15,26,548,19.54,6.08
15,26,548,19.45,5.91
15,26,548,20.415,6.295
15,26,548,21.56,7.355
15,27,95,17.37,2.56
15,27,95,17.46,2.545
15,27,95,18.22,3.115
15,27,95,19.225,4.1850000000000005
15,28,825,22.5,12.53
15,28,825,23.35,12.875
15,28,825,25.064999999999998,14.305
15,28,825,26.555,15.575
15,29,671,18.64,9.32
15,29,671,18.990000000000002,9.425
15,29,671,20.525,10.34
15,29,671,22.29,11.440000000000001
15,30,314,22.21,12.53
15,30,314,23.07,12.955
15,30,314,24.875,14.5
15,30,314,26.505000000000003,15.785
15,31,545,21.21,11.95
15,31,545,21.645,12.165
15,31,545,23.314999999999998,13.235
15,31,545,25.060000000000002,14.379999999999999
15,32,618,18.97,8.78
15,32,618,18.82,8.565
15,32,618,19.475,8.735
15,32,618,20.995,9.594999999999999
15,33,813,24.45,13.31
15,33,813,25.235,13.48
15,33,813,26.865000000000002,14.58
15,33,813,27.915,15.645
15,34,921,18.68,8.21
15,34,921,18.48,8.375
15,34,921,18.875,9.045
15,34,921,19.985,9.675
15,35,50,23.62,9.81
15,35,50,24.310000000000002,9.64
15,35,50,25.42,10.22
15,35,50,26.064999999999998,11.065000000000001
15,36,823,24.95,10.89
15,36,823,25.665,10.575
15,36,823,26.465,11.075
15,36,823,26.775,12.04
15,37,68,19.63,6.45
15,37,68,19.64,6.365
15,37,68,20.625,6.93
15,37,68,21.755000000000003,8.0
15,38,529,19.85,9.09
15,38,529,19.865000000000002,8.795
15,38,529,20.82,9.01
15,38,529,22.18,9.975
15,39,171,16.33,6.53
15,39,171,16.405,6.6
15,39,171,17.814999999999998,7.359999999999999
15,39,171,19.67,8.355
15,40,470,20.06,10.47
15,40,470,19.905,10.510000000000002
15,40,470,20.54,10.795
15,40,470,21.89,11.425
15,41,586,22.37,11.86
15,41,586,22.275,11.58
15,41,586,22.92,11.695
15,41,586,24.32,12.530000000000001
15,42,283,20.7,7.95
15,42,283,20.240000000000002,7.785
15,42,283,20.835,8.06
15,42,283,22.185000000000002,9.1
15,43,716,19.21,2.43
15,43,716,19.325000000000003,2.56
15,43,716,20.335,3.505
15,43,716,21.455,4.9350000000000005
15,44,521,24.46,11.55
15,44,521,25.225,11.335
15,44,521,26.31,11.79
15,44,521,26.86,12.58
15,45,262,21.75,7.74
15,45,262,22.105,7.605
15,45,262,23.27,8.204999999999998
15,45,262,24.35,9.245000000000001
15,46,38,17.46,6.45
15,46,38,17.585,6.3149999999999995
15,46,38,18.67,6.71
15,46,38,19.78,7.635
15,47,69,15.62,5.09
15,47,69,15.309999999999999,4.859999999999999
15,47,69,16.03,5.07
15,47,69,17.235,5.96
15,48,102,20.11,7.68
15,48,102,19.67,7.5
15,48,102,20.345,7.74
15,48,102,21.71,8.865
15,49,60,20.47,10.17
15,49,60,20.994999999999997,10.129999999999999
15,49,60,22.295,10.51
15,49,60,23.755000000000003,11.24
15,50,788,19.68,8.9
15,50,788,19.845,8.995000000000001
15,50,788,20.76,9.71
15,50,788,22.020000000000003,10.66
15,51,755,19.71,8.47
15,51,755,19.565,8.225000000000001
15,51,755,20.240000000000002,8.47
15,51,755,21.549999999999997,9.3
15,52,538,22.3,11.06
15,52,538,22.675,11.22
15,52,538,23.78,11.595
15,52,538,25.060000000000002,12.2
15,53,289,23.72,11.05
15,53,289,24.549999999999997,10.895
15,53,289,25.91,11.46
15,53,289,26.565,12.36
15,54,642,18.22,2.84
15,54,642,18.055,2.8049999999999997
15,54,642,18.505000000000003,3.37
15,54,642,19.465,4.505
15,55,389,16.88,2.6
15,55,389,16.89,2.6500000000000004
15,55,389,17.545,3.24
15,55,389,18.565,4.265000000000001
15,56,293,17.6,5.69
15,56,293,17.305,5.485
15,56,293,18.165,5.720000000000001
15,56,293,19.425,6.755
15,57,807,21.38,9.07
15,57,807,21.765,9.030000000000001
15,57,807,23.015,9.57
15,57,807,24.015,10.58
15,58,196,22.74,13.29
15,58,196,23.134999999999998,13.454999999999998
15,58,196,24.82,14.399999999999999
15,58,196,26.43,15.52
15,59,287,24.92,12.15
15,59,287,25.635,12.015
15,59,287,26.705,12.600000000000001
15,59,287,27.275,13.455
15,60,16,18.41,6.42
15,60,16,18.564999999999998,6.265000000000001
15,60,16,19.634999999999998,6.65
15,60,16,20.675,7.575
15,61,481,23.67,11.14
15,61,481,24.195,10.845
15,61,481,25.22,11.475000000000001
15,61,481,26.015,12.36
15,62,717,19.03,3.29
15,62,717,18.93,3.2350000000000003
15,62,717,19.7,3.905
15,62,717,20.775,5.09
15,63,543,19.75,5.76
15,63,543,20.09,5.925
15,63,543,21.165,6.62
15,63,543,22.32,7.705
15,64,926,20.61,7.34
15,64,926,20.16,7.16
15,64,926,20.950000000000003,7.465
15,64,926,22.425,8.62
15,65,537,21.79,10.8
15,65,537,22.455,10.82
15,65,537,23.9,11.9
15,65,537,25.235,13.065000000000001
15,66,134,27.28,15.8
15,66,134,27.28,15.32
15,66,134,27.905,15.225
15,66,134,29.07,16.060000000000002
15,67,284,19.55,7.92
15,67,284,19.305,7.609999999999999
15,67,284,19.955,7.78
15,67,284,21.325000000000003,8.675
15,68,141,20.52,10.1
15,68,141,20.41,10.245000000000001
15,68,141,21.189999999999998,11.09
15,68,141,22.869999999999997,12.075
15,69,320,21.66,12.16
15,69,320,22.59,12.6
15,69,320,24.439999999999998,14.18
15,69,320,26.119999999999997,15.51
15,70,546,20.08,10.48
15,70,546,20.27,10.555
15,70,546,21.795,11.350000000000001
15,70,546,23.619999999999997,12.530000000000001
15,71,117,23.31,9.88
15,71,117,23.77,9.670000000000002
15,71,117,25.005000000000003,10.260000000000002
15,71,117,25.990000000000002,11.16
15,72,668,19.64,9.0
15,72,668,19.945,8.879999999999999
15,72,668,21.005000000000003,9.19
15,72,668,22.39,9.985
15,73,838,19.8,9.13
15,73,838,20.115000000000002,8.99
15,73,838,21.15,9.29
15,73,838,22.5,10.035
15,74,282,23.03,10.81
15,74,282,22.560000000000002,10.695
15,74,282,23.33,11.055
15,74,282,24.8,12.235
15,75,906,23.36,11.92
15,75,906,23.994999999999997,11.73
15,75,906,25.195,12.55
15,75,906,26.19,13.625
15,76,581,18.37,2.78
15,76,581,18.235,2.7699999999999996
15,76,581,18.740000000000002,3.3049999999999997
15,76,581,19.705,4.335
15,77,420,19.39,11.19
15,77,420,19.064999999999998,10.915
15,77,420,19.46,11.015
15,77,420,20.895,11.875
15,78,785,24.71,13.8
15,78,785,24.645,13.42
15,78,785,25.275,13.434999999999999
15,78,785,26.585,14.27
15,79,275,22.97,8.37
15,79,275,23.525,8.254999999999999
15,79,275,24.689999999999998,8.945
15,79,275,25.689999999999998,9.895
15,80,494,25.53,15.14
15,80,494,25.22,15.004999999999999
15,80,494,25.58,15.274999999999999
15,80,494,26.855,16.085
15,81,600,24.73,12.46
15,81,600,25.439999999999998,12.345
15,81,600,26.59,13.065000000000001
15,81,600,27.28,14.015
15,82,670,26.88,16.34
15,82,670,26.78,15.969999999999999
15,82,670,27.314999999999998,15.999999999999998
15,82,670,28.475,16.805
15,83,143,16.96,6.72
15,83,143,16.795,6.785
15,83,143,17.814999999999998,7.4350000000000005
15,83,143,19.445,8.345
15,84,64,24.54,11.9
15,84,64,25.115000000000002,11.594999999999999
15,84,64,26.085,12.155
15,84,64,26.755000000000003,13.08
15,85,127,21.25,7.79
15,85,127,20.93,7.5
15,85,127,21.765,7.789999999999999
15,85,127,23.14,8.934999999999999
15,86,996,15.46,8.15
15,86,996,15.165,7.96
15,86,996,15.629999999999999,8.07
15,86,996,17.095,8.835
15,87,648,19.79,7.86
15,87,648,19.48,7.550000000000001
15,87,648,20.130000000000003,7.665000000000001
15,87,648,21.564999999999998,8.52
15,88,143,23.45,12.02
15,88,143,23.92,12.04
15,88,143,25.21,12.425
15,88,143,26.695,13.195
15,89,839,18.28,7.72
15,89,839,18.23,7.795
